Name,Threshold,Statistic,Low Noise,High Noise
NTN3,0.055714285714285716,4.022090266817265,-0.4442857142857143,0.5557142857142857
EXOSC6,-0.24,8.595739734387244,-0.74,0.26
ZCCHC14,-0.09299999999999997,30.922907219021813,-0.593,0.40700000000000003
FAM192A,-0.34336666666666665,8.33874916560432,-0.8433666666666666,0.15663333333333335
MTHFSD,-0.684375,74.02943835389661,-1.184375,-0.18437499999999996
TXNL4B,-0.10525,5.383075223383014,-0.60525,0.39475
KAT8,0.6926666666666667,6.673440364499069,0.19266666666666665,1.1926666666666668
VKORC1,-0.3362,3.746376441333275,-0.8362,0.1638
ROGDI,-0.4165714285714286,4.796647159691758,-0.9165714285714286,0.08342857142857141
HMOX2,-0.601,9.306044357173441,-1.101,-0.10099999999999998
TMEM170A,0.3155,24.263463422789595,-0.1845,0.8155
A_23_P100522,-0.13843333333333332,4.229451568964502,-0.6384333333333333,0.3615666666666667
ABCC6,0.001285714285714279,4.879829685410657,-0.4987142857142857,0.5012857142857143
EXOC7,0.28099999999999997,2.86221939181659,-0.21900000000000003,0.7809999999999999
PSMB3,-0.007833333333333331,7.514368152220516,-0.5078333333333334,0.49216666666666664
LPO,0.417,5.545916312154294,-0.08300000000000002,0.917
A_23_P100595,-0.19426666666666664,10.042968070514638,-0.6942666666666666,0.30573333333333336
A_23_P10060,0.27171428571428574,7.140607356128384,-0.22828571428571426,0.7717142857142858
TBCD,0.183,4.62583424854272,-0.317,0.683
MGAT4C,-0.19223333333333334,7.5749876723199625,-0.6922333333333334,0.30776666666666663
HN1,-0.37262500000000004,14.566477407830504,-0.872625,0.12737499999999996
PNMT,-0.05499999999999998,2.5753645389329654,-0.5549999999999999,0.445
ZBTB4,-0.639875,26.828013618620076,-1.139875,-0.13987499999999997
SERPINF1,-0.10010000000000002,3.4280504384663373,-0.6001000000000001,0.3999
SMG6,-0.55775,8.081039955925133,-1.05775,-0.05774999999999997
HELZ,0.20808333333333334,3.053928798698354,-0.29191666666666666,0.7080833333333334
MAPK7,-0.027571428571428566,3.382251072321487,-0.5275714285714286,0.4724285714285714
PMP22,-0.4675,3.744899491087707,-0.9675,0.03249999999999997
SKAP1,-0.24335714285714288,11.072170355417787,-0.7433571428571428,0.2566428571428571
SMURF2,0.48162499999999997,3.899472907386891,-0.01837500000000003,0.981625
SLC25A39,0.010214285714285731,1.6460908964116185,-0.48978571428571427,0.5102142857142857
PNPLA2,0.14650000000000002,4.647712485446209,-0.3535,0.6465000000000001
UBTF,-0.277875,5.746012088815051,-0.777875,0.22212500000000002
STAT5B,0.28023333333333333,10.739569844169024,-0.21976666666666667,0.7802333333333333
STAT3,0.2134,6.4482684254982745,-0.28659999999999997,0.7134
CCDC56,-0.763375,11.908342507624694,-1.263375,-0.263375
ARL13B,0.7925,15.596852139055693,0.2925,1.2925
MYO19,-0.054285714285714284,2.7725447374231003,-0.5542857142857143,0.44571428571428573
HOXB3,0.11433333333333334,4.161088018205159,-0.38566666666666666,0.6143333333333334
SUZ12,-0.09,15.075520091193987,-0.59,0.41000000000000003
A_23_P10091,-0.23086666666666666,21.27516319800424,-0.7308666666666667,0.26913333333333334
GIT1,-0.2865,5.945127272189449,-0.7865,0.21350000000000002
AIPL1,0.14035714285714285,28.856180144641673,-0.35964285714285715,0.6403571428571428
ZFP3,-0.08436666666666665,6.4974267978134135,-0.5843666666666667,0.41563333333333335
SPNS3,0.3462142857142857,3.358645503267649,-0.1537857142857143,0.8462142857142857
KRT38,0.5446,10.80980122499392,0.04459999999999997,1.0446
KRT38,0.27049999999999996,10.592836463323998,-0.22950000000000004,0.7705
NOTUM,0.018733333333333324,4.988300352909127,-0.4812666666666667,0.5187333333333333
TMC6,-0.044624999999999984,2.506661160873802,-0.544625,0.45537500000000003
LGALS9C,-0.10575000000000001,3.012665289567719,-0.60575,0.39425
KRTAP3-2,0.44226666666666664,5.936038435222504,-0.05773333333333336,0.9422666666666666
KRT34,-0.15183333333333335,5.406396052993323,-0.6518333333333334,0.3481666666666666
OR1E1,-0.13325,4.4348343256815586,-0.63325,0.36675
SPATA22,0.055249999999999994,3.4677047498340268,-0.44475,0.55525
COPZ2,0.010733333333333334,4.839860850531584,-0.4892666666666667,0.5107333333333334
CTDP1,0.028433333333333324,4.071828122930311,-0.4715666666666667,0.5284333333333333
A_23_P101121,-0.0837857142857143,9.785469230821027,-0.5837857142857144,0.4162142857142857
GRP,-0.10528571428571429,6.098752362948958,-0.6052857142857143,0.3947142857142857
RNF125,-0.4546666666666666,4.821708508252484,-0.9546666666666666,0.04533333333333339
NARS,0.08074999999999999,2.7035346489141197,-0.41925,0.58075
MYO5B,0.10741666666666667,2.8685819313001057,-0.39258333333333334,0.6074166666666667
CYB5A,-0.22421428571428573,5.889261833971196,-0.7242142857142857,0.2757857142857143
SFRP1,0.3455,3.300562729325439,-0.15450000000000003,0.8454999999999999
C18ORF21,-0.279,18.788104592873605,-0.779,0.22099999999999997
VSIG10L,0.17575000000000002,3.3208800332088066,-0.32425,0.6757500000000001
VSIG10L,-0.14916666666666667,2.7838783259847464,-0.6491666666666667,0.35083333333333333
ZNF614,1.560875,10.317699074309523,1.060875,2.0608750000000002
ZNF614,1.362,15.954810733553693,0.8620000000000001,1.862
SFRP1,0.212375,3.5481400995123473,-0.287625,0.712375
ZNF446,-0.434125,9.31444280805103,-0.934125,0.06587500000000002
ZNF587,-0.1005,5.225310654102214,-0.6005,0.39949999999999997
EML2,0.0877666666666667,26.532323181267383,-0.4122333333333333,0.5877666666666667
PPP1R37,-0.1679,4.943755289885743,-0.6678999999999999,0.3321
PPP1R37,-0.26953333333333335,7.032763965091806,-0.7695333333333334,0.23046666666666665
ZNF285,0.42812500000000003,9.506250767683792,-0.07187499999999997,0.9281250000000001
ARHGEF1,-0.0007857142857142785,4.664248609743729,-0.5007857142857143,0.4992142857142857
KRI1,-0.38775,22.523729344791562,-0.88775,0.11225000000000002
ATG4D,-0.04909999999999999,6.882338707701355,-0.5491,0.4509
NKIRAS2,0.010857142857142857,3.456308583525354,-0.48914285714285716,0.5108571428571429
ZNF426,0.28563333333333335,2.2847178005170843,-0.21436666666666665,0.7856333333333334
CYP2S1,-0.1665,4.982152754683515,-0.6665,0.3335
B3GNT8,-0.938,23.5222841290456,-1.438,-0.43799999999999994
TMEM38A,0.292,4.347706764441123,-0.20800000000000002,0.792
LINC00467,-0.3853333333333333,4.37001989058981,-0.8853333333333333,0.1146666666666667
C3,0.11066666666666666,3.9619029370669896,-0.3893333333333333,0.6106666666666667
EVI5L,-0.007375,2.6422567181506453,-0.507375,0.492625
NLRP12,-0.3315714285714286,4.393246409125449,-0.8315714285714286,0.16842857142857143
CCDC130,-0.2608,3.6245289386354766,-0.7607999999999999,0.23920000000000002
ZNF442,0.132375,4.921496655648152,-0.367625,0.632375
MAST1,-0.0022666666666666807,3.3123226435495376,-0.5022666666666666,0.4977333333333333
KLK11,0.315,15.634297793631914,-0.185,0.815
KCNC3,-0.10703333333333334,4.141766817946233,-0.6070333333333333,0.3929666666666667
IZUMO2,0.4303333333333333,18.554399954226774,-0.06966666666666671,0.9303333333333332
RPS11,0.2601333333333333,3.900905488421909,-0.23986666666666667,0.7601333333333333
BCAT2,0.3026666666666667,2.601121132672081,-0.1973333333333333,0.8026666666666666
CHMP6,-0.569875,10.470995619673564,-1.0698750000000001,-0.06987500000000002
FGF21,0.3385,0.0,-0.16149999999999998,0.8385
SPACA4,0.3360714285714286,3.0753761606954093,-0.16392857142857142,0.8360714285714286
ZNF565,0.5874166666666667,2.5763002378034168,0.0874166666666667,1.0874166666666667
ZNF667,-0.5071249999999999,7.871422379905812,-1.0071249999999998,-0.007124999999999937
KIR3DL2,-0.25350000000000006,2.2867748787500086,-0.7535000000000001,0.24649999999999994
PTPRH,-0.39649999999999996,4.580297151509421,-0.8965,0.10350000000000004
ACTN4,-0.051000000000000004,3.093594579884764,-0.551,0.449
ATCAY,-0.127,0.0,-0.627,0.373
CLC,0.2855,155.93858751279785,-0.21450000000000002,0.7855
HDGFRP2,-0.2924333333333333,2.6883194520338365,-0.7924333333333333,0.20756666666666668
PLIN3,-0.04866666666666665,3.5019560543083457,-0.5486666666666666,0.45133333333333336
PRSS50,0.45278571428571424,2.148477125738764,-0.047214285714285764,0.9527857142857142
DOT1L,0.1805,28.003697936940625,-0.3195,0.6805
MRPL54,-0.19116666666666665,6.852473606209224,-0.6911666666666667,0.30883333333333335
FUT5,0.0716,2.819283541518347,-0.4284,0.5716
KISS1R,0.08103333333333333,2.8299430693690524,-0.41896666666666665,0.5810333333333333
SLC5A5,-0.019428571428571434,3.9507588520664143,-0.5194285714285715,0.48057142857142854
IL12RB1,0.42458333333333337,6.452885086780326,-0.07541666666666663,0.9245833333333333
SYDE1,-0.580875,12.695360304812725,-1.080875,-0.08087500000000003
HPN,0.424875,3.888334242924262,-0.075125,0.924875
ZNF14,-0.155625,5.736340636970845,-0.655625,0.344375
ACOX2,0.009499999999999995,2.603322813271631,-0.4905,0.5095
LPAR2,0.0699,4.074152008070104,-0.4301,0.5699
FBXO17,0.13936666666666667,4.412899212449773,-0.36063333333333336,0.6393666666666666
FBN3,0.1542,8.499869470759238,-0.3458,0.6542
APC2,-0.8278333333333334,2.752198345284936,-1.3278333333333334,-0.3278333333333334
APC2,-0.34308333333333335,5.58519018871706,-0.8430833333333334,0.15691666666666665
SEZ6L2,0.1965,8.245817727840192,-0.3035,0.6965
ARL5A,0.043125,5.605378365720717,-0.45687500000000003,0.543125
MDH1,-0.134125,23.651724646167754,-0.634125,0.365875
ZFP36L2,-0.339,3.3491940483571008,-0.839,0.16099999999999998
CAPN13,0.0035333333333333466,3.359986333350933,-0.49646666666666667,0.5035333333333334
MARCO,0.11362499999999998,5.352635976875006,-0.386375,0.613625
CXCR4,-1.6591666666666667,4.545884270578715,-2.1591666666666667,-1.1591666666666667
ERMN,-0.2540714285714286,3.272375035127718,-0.7540714285714286,0.24592857142857139
COQ10B,0.644125,14.96483741676112,0.14412499999999995,1.1441249999999998
MATN3,0.9573333333333334,2.7199944355144634,0.45733333333333337,1.4573333333333334
HAS2,0.3456666666666667,8.49274900237103,-0.15433333333333332,0.8456666666666667
SSFA2,-0.33435714285714285,3.4401513316439156,-0.8343571428571428,0.16564285714285715
A_23_P102071,-0.07586666666666667,3.6907729443232538,-0.5758666666666666,0.42413333333333336
TUBA4A,-0.48875,14.789988083294482,-0.98875,0.011249999999999982
SLC2A13,0.11793333333333335,3.637907311417573,-0.38206666666666667,0.6179333333333333
WNT10A,-0.17606666666666668,3.243778008263074,-0.6760666666666667,0.3239333333333333
WNT10A,-0.263,2.6434890979722927,-0.763,0.237
ARPC2,0.07546666666666667,1.8794141775739253,-0.4245333333333333,0.5754666666666667
FAM82A1,-0.45999999999999996,2.768662838392127,-0.96,0.040000000000000036
CPO,0.13493333333333332,1.9885401353559644,-0.36506666666666665,0.6349333333333333
A_23_P102183,-0.0845,15.668097281831294,-0.5845,0.4155
MAP4K4,0.11975000000000002,6.273223921948751,-0.38025,0.61975
MSH6,-0.3475666666666667,14.446074082795036,-0.8475666666666667,0.1524333333333333
SNRPG,0.05176666666666667,4.761447117648759,-0.4482333333333333,0.5517666666666666
MARCH7,0.879375,24.809312140947714,0.379375,1.379375
MRPL53,-0.322625,3.812878653326212,-0.8226249999999999,0.177375
MRPL19,-0.5342500000000001,8.818726027888333,-1.0342500000000001,-0.034250000000000114
DPP10,-0.075,0.0,-0.575,0.425
LHCGR,0.3434166666666667,25.470145402665285,-0.1565833333333333,0.8434166666666667
BANK1,0.2318333333333333,2.7554855704526937,-0.26816666666666666,0.7318333333333333
NUP35,-0.01476666666666665,7.923622249747429,-0.5147666666666666,0.48523333333333335
SCN7A,0.09564285714285714,5.579616620752984,-0.40435714285714286,0.5956428571428571
CHST10,-0.5771999999999999,11.294211803152974,-1.0772,-0.07719999999999994
NGEF,-0.09570000000000002,7.857490574212,-0.5957,0.4043
SLC40A1,-0.25675,41.31128111037647,-0.75675,0.24325000000000002
CCT7,0.154,2.89098052054346,-0.346,0.654
PLEKHA3,0.405,3.295378820802545,-0.09499999999999997,0.905
CCT4,0.11266666666666666,2.41878915414943,-0.3873333333333333,0.6126666666666667
ASTL,0.07439999999999998,3.946973275961135,-0.42560000000000003,0.5744
INSIG2,-1.056875,22.058127151830693,-1.556875,-0.556875
FBLN7,0.139875,3.1682020915822875,-0.36012500000000003,0.639875
MSH2,-0.49000000000000005,22.538547486033604,-0.99,0.009999999999999953
CTLA4,-0.16128571428571428,4.948202767045728,-0.6612857142857143,0.33871428571428575
C2ORF18,-0.12773333333333337,5.75757128689337,-0.6277333333333334,0.37226666666666663
SLC5A6,-0.1350714285714286,2.078608834244087,-0.6350714285714286,0.3649285714285714
PDE6D,0.3034285714285714,4.279516597827734,-0.19657142857142862,0.8034285714285714
SPTBN1,0.21546666666666667,5.540542587593105,-0.2845333333333333,0.7154666666666667
AFTPH,-0.2776,2.7222600490719464,-0.7776000000000001,0.2224
MALL,-1.3185,12.953892662041554,-1.8185,-0.8185
SLC2A4RG,-0.15993333333333334,9.807316481383461,-0.6599333333333334,0.34006666666666663
SLC2A4RG,0.25064285714285717,3.0019376753860456,-0.24935714285714283,0.7506428571428572
C20ORF24,-0.16558333333333333,2.9235782599178957,-0.6655833333333333,0.3344166666666667
CHD6,-0.0868333333333333,6.24364971203303,-0.5868333333333333,0.4131666666666667
WISP2,0.3154666666666667,3.2426884821464785,-0.18453333333333333,0.8154666666666667
MATN4,-0.084625,22.212948211292886,-0.584625,0.415375
MGC4294,0.21225,15.97844079954796,-0.28775,0.71225
DEFB129,0.9115,2.686726339648214,0.4115,1.4115
SNPH,-1.1280000000000001,54.88390239131788,-1.6280000000000001,-0.6280000000000001
SMOX,0.593375,9.30499093459166,0.09337499999999999,1.093375
TRMT6,-0.45675000000000004,27.273356682401836,-0.95675,0.043249999999999955
BTBD3,0.30523333333333336,7.091380957535862,-0.19476666666666664,0.8052333333333334
C20ORF72,-0.3048571428571428,3.201722214786061,-0.8048571428571428,0.19514285714285717
NAA20,0.0242,7.348995395562986,-0.4758,0.5242
A_23_P102816,0.216,5.966336463827773,-0.28400000000000003,0.716
CEP250,0.06412500000000002,24.452968234995826,-0.435875,0.564125
NFS1,0.154375,11.377526049068592,-0.34562499999999996,0.654375
TMPRSS15,0.39864285714285713,4.908786679432624,-0.10135714285714287,0.8986428571428571
CCT8,0.03183333333333334,2.3880086886520098,-0.4681666666666667,0.5318333333333334
SYNJ1,0.20775,4.729100494686352,-0.29225,0.70775
MRPS6,0.2962857142857143,5.406882363341208,-0.20371428571428568,0.7962857142857143
MFAP2,-0.1472,5.127975325749284,-0.6472,0.3528
CTSE,0.16899999999999998,3.3364004416636015,-0.331,0.669
B3GALT5,-0.17935714285714285,22.75600254478165,-0.6793571428571429,0.3206428571428571
B3GALT5,-0.3687857142857143,2.579713043960455,-0.8687857142857143,0.13121428571428573
PWP2,-0.410875,12.563619918920459,-0.910875,0.08912500000000001
SUMO3,0.07450000000000001,6.929292929292927,-0.4255,0.5745
RSPH1,0.27803333333333335,2.880418505716852,-0.22196666666666665,0.7780333333333334
BCL2L13,0.11885714285714286,2.7973023980348404,-0.3811428571428571,0.6188571428571429
DGCR14,-0.18774999999999997,4.32801801634434,-0.68775,0.31225
TXNRD2,-0.24325000000000002,6.966353570386924,-0.74325,0.25675
PI4KA,0.17335714285714288,6.278362303423993,-0.3266428571428571,0.6733571428571429
RAB36,-0.8250000000000001,26.564660668426825,-1.3250000000000002,-0.32500000000000007
CRYBA4,0.45525,952.611605860298,-0.04475000000000001,0.9552499999999999
GAS2L1,-0.289875,6.476630623446546,-0.789875,0.210125
CTPS2,-0.10766666666666666,3.0829993563845037,-0.6076666666666667,0.3923333333333333
RNF185,-0.08549999999999999,8.767258481886193,-0.5855,0.4145
YWHAH,0.08241666666666667,3.1926584375719727,-0.4175833333333333,0.5824166666666667
TOM1,-0.7885666666666666,2.6222085848514296,-1.2885666666666666,-0.28856666666666664
RBFOX2,-0.06536666666666666,2.9424314259975457,-0.5653666666666667,0.4346333333333333
MFNG,-0.30462500000000003,5.425726751380662,-0.804625,0.19537499999999997
MAFF,0.5247499999999999,4.135493256237576,0.02474999999999994,1.02475
GTPBP1,0.4882333333333333,3.46843997974884,-0.011766666666666703,0.9882333333333333
SMCR7L,-0.4503666666666667,14.544993711065821,-0.9503666666666667,0.04963333333333331
ACO2,-0.11525,5.27517980578176,-0.61525,0.38475
TYW3,0.1094,29.506427046953846,-0.3906,0.6093999999999999
TYW3,0.172375,8.572639691714825,-0.327625,0.672375
PNRC2,0.5692666666666667,8.17451148752365,0.0692666666666667,1.0692666666666666
FAAH,0.36676666666666674,8.70836590804764,-0.13323333333333326,0.8667666666666667
DUSP23,-0.43412500000000004,14.929186141734037,-0.9341250000000001,0.06587499999999996
PIGM,-2.1717500000000003,133.89939636331835,-2.6717500000000003,-1.6717500000000003
CFHR3,0.3255,3.94366947178245,-0.1745,0.8255
A_23_P103269,0.27785714285714286,9.049908254132308,-0.22214285714285714,0.7778571428571428
KTI12,0.028399999999999995,4.128640007246047,-0.4716,0.5284
TMEM59,-0.04496666666666667,5.62185882717399,-0.5449666666666667,0.45503333333333335
S100A7,0.16056666666666666,2.9793492780191215,-0.33943333333333336,0.6605666666666666
LCE1A,-0.26342857142857146,2.6855801798830377,-0.7634285714285715,0.23657142857142854
PTGER3,0.6412857142857143,6.637333581618214,0.14128571428571435,1.1412857142857145
RC3H1,0.554,143.5379973089429,0.05400000000000005,1.054
OCLM,-0.4079285714285714,9.395557364537611,-0.9079285714285714,0.09207142857142858
LCK,0.4225,8.3301088270859,-0.07750000000000001,0.9225
ADC,-0.17596666666666666,6.47971050405079,-0.6759666666666666,0.32403333333333334
PSEN2,-0.6528750000000001,7.307671515016853,-1.152875,-0.1528750000000001
A_23_P103405,-0.07793333333333333,6.115760971112913,-0.5779333333333333,0.4220666666666667
YTHDF2,-0.2195,11.354719928587329,-0.7195,0.28049999999999997
RGS8,0.14764285714285716,2.232249144300847,-0.3523571428571428,0.6476428571428572
OSCP1,-0.41812499999999997,10.323081788741783,-0.918125,0.08187500000000003
MEAF6,-0.23149999999999998,3.8341013824884826,-0.7315,0.2685
NBPF3,-0.1047142857142857,6.12543815125002,-0.6047142857142858,0.3952857142857143
PLA2G5,0.6023333333333334,3.356680507206857,0.10233333333333339,1.1023333333333334
UBIAD1,-0.09525,5.673347986554989,-0.5952500000000001,0.40475
CYP2J2,-0.4295,35.76908071202077,-0.9295,0.07050000000000001
GBP4,1.5143999999999997,4.240426115449591,1.0143999999999997,2.0143999999999997
MDM4,0.10746666666666664,7.612190055793813,-0.39253333333333335,0.6074666666666666
C1ORF226,-0.015583333333333338,2.2354698961667805,-0.5155833333333333,0.48441666666666666
SELL,0.16249999999999998,1.756470785365084,-0.3375,0.6625
GPR161,-0.25525,9.267603087658417,-0.75525,0.24475000000000002
NAV1,-0.054125000000000006,6.38695233359518,-0.554125,0.445875
MAN1A2,-0.3875666666666666,4.845769397321344,-0.8875666666666666,0.11243333333333339
HMGCS2,0.5195,14.23676612127044,0.019499999999999962,1.0194999999999999
MAN1C1,-0.017499999999999988,3.7837933427648616,-0.5175,0.48250000000000004
ANXA9,0.12292857142857141,2.6842134607030967,-0.3770714285714286,0.6229285714285714
HEATR1,0.111375,1.9743591798142655,-0.388625,0.611375
EBNA1BP2,-0.13275,26.14869028625434,-0.63275,0.36724999999999997
YY1AP1,0.35224999999999995,3.207953391537187,-0.14775000000000005,0.85225
NES,-0.3135,3.6591710062595335,-0.8135,0.1865
FAM189B,-0.009899999999999999,11.891984944669963,-0.5099,0.4901
LAMTOR2,-0.21187500000000004,2.4067416491840947,-0.711875,0.28812499999999996
HSPB7,0.26683333333333337,13.002574696125967,-0.23316666666666663,0.7668333333333334
AGMAT,-0.08223333333333332,3.1506339798420235,-0.5822333333333334,0.4177666666666667
R3HDM2,0.32158333333333333,2.9700299016450473,-0.17841666666666667,0.8215833333333333
A_23_P103743,0.014999999999999986,2.4399941571720674,-0.485,0.515
OVGP1,0.37379999999999997,4.051200078693674,-0.12620000000000003,0.8737999999999999
FCER1A,0.8052857142857143,3.9686597083371997,0.30528571428571427,1.3052857142857142
LRRC8C,0.07724999999999999,22.985933344527464,-0.42275,0.57725
HIPK1,0.6345,14.74215361972576,0.13449999999999995,1.1345
VANGL1,-0.08374999999999999,12.329200996917669,-0.58375,0.41625
KDM5B,0.2085,3.1312127236580465,-0.2915,0.7085
FCRL3,0.23349999999999999,6.955247642353225,-0.2665,0.7335
FAM5C,0.5879166666666666,6.331779572777527,0.08791666666666664,1.0879166666666666
PI4KB,-0.53925,5.391573865818202,-1.03925,-0.03925000000000001
UBAP2L,0.09391666666666666,4.194040989275715,-0.40608333333333335,0.5939166666666666
DTL,-0.3025,7.390889656306515,-0.8025,0.1975
TTC13,-0.2733,2.5334665404791195,-0.7733,0.2267
LRRC38,-0.11389999999999997,5.262067529040086,-0.6139,0.3861
AURKAIP1,-0.247125,6.340057269475035,-0.747125,0.25287499999999996
A_23_P103897,0.11341666666666667,2.212024460715647,-0.38658333333333333,0.6134166666666667
UFC1,-0.1385,3.783864276977088,-0.6385000000000001,0.3615
COL5A2,0.47213333333333335,5.352316826458687,-0.02786666666666665,0.9721333333333333
B4GALT3,0.2885714285714286,4.155349837016991,-0.2114285714285714,0.7885714285714286
FAM20B,0.20866666666666667,18.605820959758844,-0.29133333333333333,0.7086666666666667
FGR,-0.09128571428571428,3.9957236129953313,-0.5912857142857143,0.4087142857142857
DNAJC11,-0.49025,6.970545034725819,-0.9902500000000001,0.009749999999999981
A_23_P103951,0.5353749999999999,33.52822306729363,0.035374999999999934,1.035375
AKR7A3,0.018071428571428558,2.8120316620188475,-0.48192857142857143,0.5180714285714285
CYP4Z1,-0.2672857142857143,31.67277212841199,-0.7672857142857143,0.2327142857142857
HIST2H2AA4,0.20224999999999999,16.96489092781569,-0.29775,0.70225
GCLM,0.8396,3.453695205728416,0.3396,1.3396
PPP2R3A,0.40525,12.394245358295512,-0.09475,0.90525
A_23_P104012,0.009666666666666664,5.711422866424578,-0.49033333333333334,0.5096666666666667
TSEN15,-0.11112500000000002,4.162813936224336,-0.611125,0.38887499999999997
TSEN15,0.038033333333333336,5.201413574899436,-0.46196666666666664,0.5380333333333334
BPNT1,-0.6487333333333334,5.0467564021211535,-1.1487333333333334,-0.14873333333333338
C1ORF9,0.09341666666666666,2.231601591818753,-0.40658333333333335,0.5934166666666667
ICMT,-0.5587333333333333,4.05363585713435,-1.0587333333333333,-0.058733333333333304
S100A3,0.307125,22.352625835285092,-0.19287500000000002,0.807125
CROCC,-0.18908333333333333,3.4536988690597283,-0.6890833333333333,0.3109166666666667
SYT2,0.105,2.125755847119225,-0.395,0.605
RPS6KC1,0.6328333333333334,6.903697183714445,0.13283333333333336,1.1328333333333334
RBM8A,-0.2337,6.629754076892328,-0.7337,0.2663
ZNF678,0.28787500000000005,16.879570507578283,-0.21212499999999995,0.7878750000000001
ZMYM4,-0.64075,8.01319232740711,-1.1407500000000002,-0.14075000000000004
TMEM69,0.21662499999999998,3.395283896483109,-0.28337500000000004,0.716625
ELF3,0.091,0.0,-0.40900000000000003,0.591
ITGB1,0.2342666666666667,7.059664326821012,-0.26573333333333327,0.7342666666666667
ITGB1,0.42400000000000004,8.199460916442115,-0.07599999999999996,0.924
YME1L1,0.255375,17.234046190890027,-0.24462499999999998,0.755375
A1CF,-0.04658333333333334,3.839924710280048,-0.5465833333333333,0.4534166666666667
GPAM,0.47078571428571425,4.351734864576611,-0.029214285714285748,0.9707857142857143
SLC16A12,0.17099999999999999,15.453032104637243,-0.329,0.671
FAM178A,0.139625,3.263044284798808,-0.360375,0.639625
FBXW4,0.10936666666666667,5.221810781037605,-0.39063333333333333,0.6093666666666666
C1ORF106,-0.14375,2.5632389881761877,-0.64375,0.35625
DDIT4,0.55475,7.823060149255755,0.054749999999999965,1.0547499999999999
MGMT,-0.2102857142857143,6.002789163658078,-0.7102857142857143,0.2897142857142857
FAM13C,-0.14850000000000002,3.9099426386233254,-0.6485000000000001,0.3515
PIP4K2A,-0.12496666666666667,16.191545633853313,-0.6249666666666667,0.37503333333333333
FAM45A,-0.602125,9.177882287104053,-1.102125,-0.10212500000000002
ECHS1,0.08600000000000001,5.609473684210536,-0.414,0.586
DNAJC9,-0.7637,5.0872582225985274,-1.2637,-0.26370000000000005
GHITM,-0.011750000000000003,5.939792709910328,-0.51175,0.48825
DUX4,-0.2865333333333333,2.1404510354444892,-0.7865333333333333,0.2134666666666667
OSBPL1A,0.16858333333333334,3.8761358433002893,-0.3314166666666667,0.6685833333333333
MYPN,0.13633333333333333,3.9074387560053974,-0.3636666666666667,0.6363333333333333
PIK3AP1,1.0368333333333333,217.0069227628993,0.5368333333333333,1.5368333333333333
DDX50,0.3393571428571429,2.532256955502158,-0.1606428571428571,0.8393571428571429
ALOX5,0.6000333333333333,6.752007124982014,0.10003333333333331,1.1000333333333332
DUSP13,-0.17212500000000003,12.339184609933215,-0.6721250000000001,0.32787499999999997
PAPSS2,0.3340666666666666,2.591837708768127,-0.16593333333333338,0.8340666666666666
FAM53B,0.22376666666666667,2.299373131048371,-0.27623333333333333,0.7237666666666667
NEBL,0.8407499999999999,3.3734100579737567,0.3407499999999999,1.3407499999999999
ANKRD2,-0.022899999999999997,6.048242608184846,-0.5229,0.4771
